iso3,year,category,category_name,type,type_name,value,data_type,units,source,variable
BRB,2018,A,Beneficial,A3,Marine protected areas,134486.0094,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,274698.9505,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B6,Fishing access agreements,650.19,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,B,Capacity-enhancing,B7,Fuel subsidies,2301463.332,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRB,2018,C,Ambiguous,C3,Rural fisher communities,70648.09745,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,A,Beneficial,A1,Fisheries management,2676994.35,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,A,Beneficial,A2,Fishery research and development,627227.7092,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,A,Beneficial,A3,Marine protected areas,291888.1474,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,331698.4963,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,745176.2492,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
BRN,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,A,Beneficial,A1,Fisheries management,280471131.4,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,A,Beneficial,A2,Fishery research and development,2459332.459,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,A,Beneficial,A3,Marine protected areas,105237495,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,3549806.3,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B2,Fisheries development projects,9683507.593,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B3,Fishing port development,70927867.73,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1848857.448,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,39069952.88,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B6,Fishing access agreements,16727.93,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,B,Capacity-enhancing,B7,Fuel subsidies,69117291.51,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,C,Ambiguous,C1,Fisher assistance,240697699.1,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CAN,2018,C,Ambiguous,C3,Rural fisher communities,30057408.62,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,A,Beneficial,A1,Fisheries management,9716384.638,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,A,Beneficial,A2,Fishery research and development,3718790.778,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,A,Beneficial,A3,Marine protected areas,105515451.2,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B2,Fisheries development projects,27012637.31,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,84617424.84,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B6,Fishing access agreements,21449833.87,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,C,Ambiguous,C1,Fisher assistance,2887593.75,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHL,2018,C,Ambiguous,C3,Rural fisher communities,44923.2585,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,A,Beneficial,A1,Fisheries management,428865387,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,A,Beneficial,A2,Fishery research and development,172033.4961,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,A,Beneficial,A3,Marine protected areas,5454908.028,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,14581816.8,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B2,Fisheries development projects,5752133.196,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B2,Fisheries development projects,902580106.1,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B3,Fishing port development,185153513.2,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,6194721.574,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,1062517493,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B6,Fishing access agreements,275424947,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,B,Capacity-enhancing,B7,Fuel subsidies,3433436331,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,C,Ambiguous,C1,Fisher assistance,54898339.52,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,C,Ambiguous,C2,Vessel buyback programs,886222569,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CHN,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,A,Beneficial,A1,Fisheries management,3271594.835,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,A,Beneficial,A2,Fishery research and development,854274.1473,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,A,Beneficial,A3,Marine protected areas,213080.5174,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B2,Fisheries development projects,32851596.54,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B3,Fishing port development,8469529.029,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,8443324.366,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,1889723,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B6,Fishing access agreements,655127.14,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,B,Capacity-enhancing,B7,Fuel subsidies,2147412.5,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,C,Ambiguous,C1,Fisher assistance,9256.149246,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CIV,2018,C,Ambiguous,C3,Rural fisher communities,411787.821,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,A,Beneficial,A1,Fisheries management,5131498.144,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,A,Beneficial,A2,Fishery research and development,609560.6984,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,A,Beneficial,A3,Marine protected areas,1475377.546,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B1,Boat construction and renovation,655684.3985,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B2,Fisheries development projects,17023910.09,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,1288360.776,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B6,Fishing access agreements,538959.66,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CMR,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,A,Beneficial,A1,Fisheries management,2842892.895,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,A,Beneficial,A3,Marine protected areas,439062.5749,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B2,Fisheries development projects,302615.391,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COD,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,A,Beneficial,A1,Fisheries management,408629.1227,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,A,Beneficial,A2,Fishery research and development,631605.1949,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,A,Beneficial,A3,Marine protected areas,312560.1748,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B2,Fisheries development projects,331981.5699,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,905912.8824,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B6,Fishing access agreements,265119.04,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COG,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,A,Beneficial,A1,Fisheries management,8458096.937,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,A,Beneficial,A2,Fishery research and development,1981757.177,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,A,Beneficial,A3,Marine protected areas,10066398.66,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B2,Fisheries development projects,6445303.315,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,4895411.818,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B6,Fishing access agreements,139765.55,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COL,2018,C,Ambiguous,C3,Rural fisher communities,1059943.378,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,A,Beneficial,A1,Fisheries management,3311832.347,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,A,Beneficial,A2,Fishery research and development,127232.6209,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B2,Fisheries development projects,6050083.932,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B3,Fishing port development,47644064,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,383333.33,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B6,Fishing access agreements,1622522.98,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
COM,2018,C,Ambiguous,C3,Rural fisher communities,65458.46857,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,A,Beneficial,A1,Fisheries management,2405245.315,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,A,Beneficial,A2,Fishery research and development,322245.4956,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B1,Boat construction and renovation,797687.9776,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B2,Fisheries development projects,1648340.528,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,13304053.89,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,1567385.017,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B6,Fishing access agreements,1221567.68,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,B,Capacity-enhancing,B7,Fuel subsidies,704134.0583,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
CPV,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
